probe_id,gene_name,description
ENSCAFG00000048521,REP15,protein_coding
ENSCAFG00000016114,ADA2,protein_coding
ENSCAFG00000010994,PPFIBP1,protein_coding
ENSCAFG00000025296,CLEC1B,protein_coding
ENSCAFG00000013553,CLEC12B,protein_coding
ENSCAFG00000043285,ENSCAFG00000043285,protein_coding
ENSCAFG00000025113,CLEC12A,protein_coding
ENSCAFG00000029262,ENSCAFG00000029262,protein_coding
ENSCAFG00000042000,ENSCAFG00000042000,lncRNA
ENSCAFG00000021131,U2,snRNA
ENSCAFG00000011023,C27H12orf71,protein_coding
ENSCAFG00000044219,ENSCAFG00000044219,lncRNA
ENSCAFG00000011031,SMCO2,protein_coding
ENSCAFG00000011089,ARNTL2,protein_coding
ENSCAFG00000016136,CECR2,protein_coding
ENSCAFG00000011145,STK38L,protein_coding
ENSCAFG00000046242,ENSCAFG00000046242,lncRNA
ENSCAFG00000048251,ENSCAFG00000048251,lncRNA
ENSCAFG00000044627,ENSCAFG00000044627,lncRNA
ENSCAFG00000031336,MED21,protein_coding
ENSCAFG00000011183,TM7SF3,protein_coding
ENSCAFG00000048225,U2,snRNA
ENSCAFG00000016143,SLC25A18,protein_coding
ENSCAFG00000016151,ENSCAFG00000016151,protein_coding
ENSCAFG00000016158,BCL2L13,protein_coding
ENSCAFG00000016168,BID,protein_coding
ENSCAFG00000047442,ENSCAFG00000047442,protein_coding
ENSCAFG00000011221,FGFR1OP2,protein_coding
ENSCAFG00000046502,KLRF2,protein_coding
ENSCAFG00000047778,ENSCAFG00000047778,protein_coding
ENSCAFG00000032751,CLEC2B,protein_coding
ENSCAFG00000011253,INTS13,protein_coding
ENSCAFG00000008318,ASIC1,protein_coding
ENSCAFG00000030153,KLRF1,protein_coding
ENSCAFG00000042781,ENSCAFG00000042781,protein_coding
ENSCAFG00000008340,RACGAP1,protein_coding
ENSCAFG00000013596,CD69,protein_coding
ENSCAFG00000011345,ITPR2,protein_coding
ENSCAFG00000008366,AQP6,protein_coding
ENSCAFG00000044192,ENSCAFG00000044192,lncRNA
ENSCAFG00000049885,ENSCAFG00000049885,processed_pseudogene
ENSCAFG00000042261,ENSCAFG00000042261,protein_coding
ENSCAFG00000045016,ENSCAFG00000045016,lncRNA
ENSCAFG00000008380,AQP5,protein_coding
ENSCAFG00000031529,CLEC2D,protein_coding
ENSCAFG00000028842,AQP2,protein_coding
ENSCAFG00000013612,KLRB1,protein_coding
ENSCAFG00000047171,ENSCAFG00000047171,lncRNA
ENSCAFG00000045199,ENSCAFG00000045199,lncRNA
ENSCAFG00000008382,FAIM2,protein_coding
ENSCAFG00000024781,ENSCAFG00000024781,protein_coding
ENSCAFG00000008389,BCDIN3D,protein_coding
ENSCAFG00000008390,NCKAP5L,protein_coding
ENSCAFG00000008400,TMBIM6,protein_coding
ENSCAFG00000008465,FMNL3,protein_coding
ENSCAFG00000011392,SSPN,protein_coding
ENSCAFG00000016211,MICAL3,protein_coding
ENSCAFG00000043450,ENSCAFG00000043450,protein_coding
ENSCAFG00000021622,U2,snRNA
ENSCAFG00000028762,KLRG1,protein_coding
ENSCAFG00000048648,ENSCAFG00000048648,lncRNA
ENSCAFG00000048708,ENSCAFG00000048708,protein_coding
ENSCAFG00000011399,RASSF8,protein_coding
ENSCAFG00000013806,M6PR,protein_coding
ENSCAFG00000011421,LMNTD1,protein_coding
ENSCAFG00000027465,ENSCAFG00000027465,snoRNA
ENSCAFG00000008513,PRPF40B,protein_coding
ENSCAFG00000013824,PHC1,protein_coding
ENSCAFG00000011417,ENSCAFG00000011417,protein_coding
ENSCAFG00000008536,FAM186B,protein_coding
ENSCAFG00000047291,U2,snRNA
ENSCAFG00000050032,ENSCAFG00000050032,pseudogene
ENSCAFG00000046259,ENSCAFG00000046259,lncRNA
ENSCAFG00000008549,MCRS1,protein_coding
ENSCAFG00000011428,KRAS,protein_coding
ENSCAFG00000013853,A2ML1,protein_coding
ENSCAFG00000029771,ETFRF1,protein_coding
ENSCAFG00000008571,KCNH3,protein_coding
ENSCAFG00000011441,CFAP94,protein_coding
ENSCAFG00000011458,IRAG2,protein_coding
ENSCAFG00000026059,U6,snRNA
ENSCAFG00000011465,ENSCAFG00000011465,protein_coding
ENSCAFG00000008587,SPATS2,protein_coding
ENSCAFG00000011487,BCAT1,protein_coding
ENSCAFG00000027030,U6,snRNA
ENSCAFG00000028029,U6,snRNA
ENSCAFG00000008600,DNAJC22,protein_coding
ENSCAFG00000031977,C1QL4,protein_coding
ENSCAFG00000008613,TROAP,protein_coding
ENSCAFG00000008623,PRPH,protein_coding
ENSCAFG00000013881,RIMKLB,protein_coding
ENSCAFG00000026875,U6,snRNA
ENSCAFG00000013892,MFAP5,protein_coding
ENSCAFG00000008661,ENSCAFG00000008661,protein_coding
ENSCAFG00000044788,ENSCAFG00000044788,protein_coding
ENSCAFG00000039209,ENSCAFG00000039209,lncRNA
ENSCAFG00000027098,U6,snRNA
ENSCAFG00000011571,SOX5,protein_coding
ENSCAFG00000028166,U6,snRNA
ENSCAFG00000008640,TUBA1B,protein_coding
ENSCAFG00000008679,LMBR1L,protein_coding
ENSCAFG00000037256,ENSCAFG00000037256,lncRNA
ENSCAFG00000041466,ENSCAFG00000041466,protein_coding
ENSCAFG00000011667,ETNK1,protein_coding
ENSCAFG00000008694,DHH,protein_coding
ENSCAFG00000008697,RHEBL1,protein_coding
ENSCAFG00000013897,AICDA,protein_coding
ENSCAFG00000046870,ENSCAFG00000046870,lncRNA
ENSCAFG00000009228,ENSCAFG00000009228,lncRNA
ENSCAFG00000046958,ENSCAFG00000046958,lncRNA
ENSCAFG00000009232,AMIGO2,protein_coding
ENSCAFG00000008718,KMT2D,protein_coding
ENSCAFG00000043045,ENSCAFG00000043045,lncRNA
ENSCAFG00000011774,C2CD5,protein_coding
ENSCAFG00000009243,SLC38A4,protein_coding
ENSCAFG00000020925,U6,snRNA
ENSCAFG00000013901,APOBEC1,protein_coding
ENSCAFG00000032092,ENSCAFG00000032092,protein_coding
ENSCAFG00000047750,ENSCAFG00000047750,protein_coding
ENSCAFG00000032763,GDF3,protein_coding
ENSCAFG00000008750,PRKAG1,protein_coding
ENSCAFG00000009261,SLC38A2,protein_coding
ENSCAFG00000031047,ENSCAFG00000031047,protein_coding
ENSCAFG00000013914,ENSCAFG00000013914,protein_coding
ENSCAFG00000036047,ENSCAFG00000036047,lncRNA
ENSCAFG00000045141,ENSCAFG00000045141,lncRNA
ENSCAFG00000009286,SLC38A1,protein_coding
ENSCAFG00000008757,DDN,protein_coding
ENSCAFG00000045457,ENSCAFG00000045457,lncRNA
ENSCAFG00000009304,SCAF11,protein_coding
ENSCAFG00000008760,WNT1,protein_coding
ENSCAFG00000013918,SLC2A3,protein_coding
ENSCAFG00000008767,WNT10B,protein_coding
ENSCAFG00000009335,ARID2,protein_coding
ENSCAFG00000047376,ENSCAFG00000047376,protein_coding
ENSCAFG00000049533,ENSCAFG00000049533,lncRNA
ENSCAFG00000025515,FOXJ2,protein_coding
ENSCAFG00000049127,ENSCAFG00000049127,lncRNA
ENSCAFG00000011838,ST8SIA1,protein_coding
ENSCAFG00000025436,C3AR1,protein_coding
ENSCAFG00000013930,NECAP1,protein_coding
ENSCAFG00000011854,ENSCAFG00000011854,protein_coding
ENSCAFG00000008795,FKBP11,protein_coding
ENSCAFG00000041943,ENSCAFG00000041943,lncRNA
ENSCAFG00000045339,ENSCAFG00000045339,lncRNA
ENSCAFG00000050080,ENSCAFG00000050080,lncRNA
ENSCAFG00000011862,CMAS,protein_coding
ENSCAFG00000040821,ENSCAFG00000040821,lncRNA
ENSCAFG00000009360,ANO6,protein_coding
ENSCAFG00000008801,CCDC65,protein_coding
ENSCAFG00000008811,RND1,protein_coding
ENSCAFG00000012066,ABCC9,protein_coding
ENSCAFG00000009372,DBX2,protein_coding
ENSCAFG00000025422,DDX23,protein_coding
ENSCAFG00000016229,PEX26,protein_coding
ENSCAFG00000009592,NELL2,protein_coding
ENSCAFG00000025324,CLEC4D,protein_coding
ENSCAFG00000008857,CACNB3,protein_coding
ENSCAFG00000013940,CLEC4E,protein_coding
ENSCAFG00000030424,SNORA70,snoRNA
ENSCAFG00000028640,ENSCAFG00000028640,protein_coding
ENSCAFG00000044792,ENSCAFG00000044792,protein_coding
ENSCAFG00000013968,CD163,protein_coding
ENSCAFG00000008907,ADCY6,protein_coding
ENSCAFG00000031280,KCNJ8,protein_coding
ENSCAFG00000048543,ENSCAFG00000048543,lncRNA
ENSCAFG00000012195,LDHB,protein_coding
ENSCAFG00000025047,GYS2,protein_coding
ENSCAFG00000012247,SPX,protein_coding
ENSCAFG00000008910,TEX49,protein_coding
ENSCAFG00000012256,GOLT1B,protein_coding
ENSCAFG00000008923,CCNT1,protein_coding
ENSCAFG00000009609,TMEM117,protein_coding
ENSCAFG00000012221,RECQL,protein_coding
ENSCAFG00000045803,ENSCAFG00000045803,protein_coding
ENSCAFG00000024514,ENSCAFG00000024514,protein_coding
ENSCAFG00000046738,ENSCAFG00000046738,lncRNA
ENSCAFG00000044006,ENSCAFG00000044006,protein_coding
ENSCAFG00000025589,ENSCAFG00000025589,protein_coding
ENSCAFG00000045822,ENSCAFG00000045822,lncRNA
ENSCAFG00000009652,TWF1,protein_coding
ENSCAFG00000043057,ENSCAFG00000043057,protein_coding
ENSCAFG00000016252,ENSCAFG00000016252,protein_coding
ENSCAFG00000016278,ENSCAFG00000016278,protein_coding
ENSCAFG00000009700,IRAK4,protein_coding
ENSCAFG00000008937,KANSL2,protein_coding
ENSCAFG00000014929,CHD4,protein_coding
ENSCAFG00000013990,ENSCAFG00000013990,protein_coding
ENSCAFG00000032658,ENSCAFG00000032658,protein_coding
ENSCAFG00000041955,ENSCAFG00000041955,lncRNA
ENSCAFG00000021459,ENSCAFG00000021459,snoRNA
ENSCAFG00000009729,PUS7L,protein_coding
ENSCAFG00000020696,ENSCAFG00000020696,snoRNA
ENSCAFG00000028112,ENSCAFG00000028112,snoRNA
ENSCAFG00000008948,LYZF2,protein_coding
ENSCAFG00000008950,LALBA,protein_coding
ENSCAFG00000016289,ENSCAFG00000016289,protein_coding
ENSCAFG00000044507,OR5BS1P,protein_coding
ENSCAFG00000042665,ENSCAFG00000042665,lncRNA
ENSCAFG00000012267,ENSCAFG00000012267,processed_pseudogene
ENSCAFG00000008954,ENSCAFG00000008954,protein_coding
ENSCAFG00000042239,ENSCAFG00000042239,protein_coding
ENSCAFG00000016270,ENSCAFG00000016270,protein_coding
ENSCAFG00000015277,ENSCAFG00000015277,pseudogene
ENSCAFG00000009744,ADAMTS20,protein_coding
ENSCAFG00000046456,ENSCAFG00000046456,protein_coding
ENSCAFG00000014011,ENSCAFG00000014011,protein_coding
ENSCAFG00000024414,ENSCAFG00000024414,protein_coding
ENSCAFG00000012292,ENSCAFG00000012292,protein_coding
ENSCAFG00000047287,OR8S14,protein_coding
ENSCAFG00000014064,PEX5,protein_coding
ENSCAFG00000049012,OR8S11,protein_coding
ENSCAFG00000046441,OR8S10,protein_coding
ENSCAFG00000042947,ENSCAFG00000042947,lncRNA
ENSCAFG00000049538,OR8S15,protein_coding
ENSCAFG00000045426,ENSCAFG00000045426,lncRNA
ENSCAFG00000047093,ENSCAFG00000047093,protein_coding
ENSCAFG00000044342,OR8S1,protein_coding
ENSCAFG00000029531,ENSCAFG00000029531,protein_coding
ENSCAFG00000043546,ENSCAFG00000043546,protein_coding
ENSCAFG00000025484,ENSCAFG00000025484,pseudogene
ENSCAFG00000048995,OR8S12,protein_coding
ENSCAFG00000048371,ENSCAFG00000048371,protein_coding
ENSCAFG00000012325,PYROXD1,protein_coding
ENSCAFG00000030742,ENSCAFG00000030742,protein_coding
ENSCAFG00000013746,ENSCAFG00000013746,protein_coding
ENSCAFG00000044674,OR8S2,protein_coding
ENSCAFG00000012368,SLCO1A2,protein_coding
ENSCAFG00000049564,OR8S3,protein_coding
ENSCAFG00000048689,ENSCAFG00000048689,protein_coding
ENSCAFG00000031666,CLSTN3,protein_coding
ENSCAFG00000049536,ENSCAFG00000049536,protein_coding
ENSCAFG00000029872,IAPP,protein_coding
ENSCAFG00000042063,OR8BJ4,protein_coding
ENSCAFG00000047365,ENSCAFG00000047365,lncRNA
ENSCAFG00000009010,ZNF641,protein_coding
ENSCAFG00000038013,ENSCAFG00000038013,lncRNA
ENSCAFG00000040089,ENSCAFG00000040089,lncRNA
ENSCAFG00000009782,PRICKLE1,protein_coding
ENSCAFG00000027944,ENSCAFG00000027944,scaRNA
ENSCAFG00000025893,U6,snRNA
ENSCAFG00000014091,RBP5,protein_coding
ENSCAFG00000044719,ENSCAFG00000044719,protein_coding
ENSCAFG00000035292,ENSCAFG00000035292,lncRNA
ENSCAFG00000046673,U2,snRNA
ENSCAFG00000014098,C1RL,protein_coding
ENSCAFG00000046552,ENSCAFG00000046552,protein_coding
ENSCAFG00000012373,SLCO1B3,protein_coding
ENSCAFG00000042525,ENSCAFG00000042525,pseudogene
ENSCAFG00000012441,AEBP2,protein_coding
ENSCAFG00000009764,PPHLN1,protein_coding
ENSCAFG00000014220,C1R,protein_coding
ENSCAFG00000009011,H1-7,protein_coding
ENSCAFG00000045420,ENSCAFG00000045420,protein_coding
ENSCAFG00000014346,C1S,protein_coding
ENSCAFG00000026090,U2,snRNA
ENSCAFG00000012377,SLCO1C1,protein_coding
ENSCAFG00000014412,LPCAT3,protein_coding
ENSCAFG00000012391,PDE3A,protein_coding
ENSCAFG00000030751,ZCRB1,protein_coding
ENSCAFG00000014424,EMG1,protein_coding
ENSCAFG00000009789,YAF2,protein_coding
ENSCAFG00000014439,PHB2,protein_coding
ENSCAFG00000009790,GXYLT1,protein_coding
ENSCAFG00000033974,ENSCAFG00000033974,lncRNA
ENSCAFG00000022220,U1,snRNA
ENSCAFG00000044231,ENSCAFG00000044231,lncRNA
ENSCAFG00000025219,ENSCAFG00000025219,pseudogene
ENSCAFG00000009821,PDZRN4,protein_coding
ENSCAFG00000028364,ENSCAFG00000028364,scaRNA
ENSCAFG00000028156,ENSCAFG00000028156,snoRNA
ENSCAFG00000025702,ENSCAFG00000025702,miRNA
ENSCAFG00000015034,NOP2,protein_coding
ENSCAFG00000020588,ENSCAFG00000020588,miRNA
ENSCAFG00000014463,PTPN6,protein_coding
ENSCAFG00000049449,ENSCAFG00000049449,lncRNA
ENSCAFG00000009872,CNTN1,protein_coding
ENSCAFG00000014477,C27H12orf57,protein_coding
ENSCAFG00000028027,U7,snRNA
ENSCAFG00000025195,ATN1,pseudogene
ENSCAFG00000009018,ENSCAFG00000009018,protein_coding
ENSCAFG00000045440,ENSCAFG00000045440,protein_coding
ENSCAFG00000012478,PLEKHA5,protein_coding
ENSCAFG00000014523,ENO2,protein_coding
ENSCAFG00000045111,ENSCAFG00000045111,lncRNA
ENSCAFG00000022080,U3,snoRNA
ENSCAFG00000024491,ENSCAFG00000024491,protein_coding
ENSCAFG00000009888,ENSCAFG00000009888,protein_coding
ENSCAFG00000009024,CCDC184,protein_coding
ENSCAFG00000028502,ENSCAFG00000028502,protein_coding
ENSCAFG00000009028,ASB8,protein_coding
ENSCAFG00000015047,IFFO1,protein_coding
ENSCAFG00000009035,PFKM,protein_coding
ENSCAFG00000048091,ENSCAFG00000048091,lncRNA
ENSCAFG00000009900,ENSCAFG00000009900,protein_coding
ENSCAFG00000043950,ENSCAFG00000043950,lncRNA
ENSCAFG00000044608,ENSCAFG00000044608,lncRNA
ENSCAFG00000009926,LRRK2,protein_coding
ENSCAFG00000014538,LRRC23,protein_coding
ENSCAFG00000009045,SENP1,protein_coding
ENSCAFG00000014541,SPSB2,protein_coding
ENSCAFG00000014553,TPI1,protein_coding
ENSCAFG00000014586,USP5,protein_coding
ENSCAFG00000015077,GAPDH,protein_coding
ENSCAFG00000014650,CDCA3,protein_coding
ENSCAFG00000047908,ENSCAFG00000047908,protein_coding
ENSCAFG00000048766,ENSCAFG00000048766,lncRNA
ENSCAFG00000012506,CAPZA3,protein_coding
ENSCAFG00000049704,ENSCAFG00000049704,protein_coding
ENSCAFG00000049782,ENSCAFG00000049782,lncRNA
ENSCAFG00000014655,GNB3,protein_coding
ENSCAFG00000009975,SLC2A13,protein_coding
ENSCAFG00000015124,NCAPD2,protein_coding
ENSCAFG00000012538,PLCZ1,protein_coding
ENSCAFG00000009059,COL2A1,protein_coding
ENSCAFG00000028127,ENSCAFG00000028127,snoRNA
ENSCAFG00000030812,MRPL51,protein_coding
ENSCAFG00000031318,P3H3,protein_coding
ENSCAFG00000012564,PIK3C2G,protein_coding
ENSCAFG00000010000,C27H12orf40,protein_coding
ENSCAFG00000015138,VAMP1,protein_coding
ENSCAFG00000027407,U6,snRNA
ENSCAFG00000010022,ABCD2,protein_coding
ENSCAFG00000006514,GPR84,protein_coding
ENSCAFG00000015143,TAPBPL,protein_coding
ENSCAFG00000032024,GPR162,protein_coding
ENSCAFG00000006536,ENSCAFG00000006536,protein_coding
ENSCAFG00000012586,RERGL,protein_coding
ENSCAFG00000015149,CD27,protein_coding
ENSCAFG00000010250,KIF21A,protein_coding
ENSCAFG00000034583,ENSCAFG00000034583,lncRNA
ENSCAFG00000047121,ENSCAFG00000047121,lncRNA
ENSCAFG00000012600,ENSCAFG00000012600,protein_coding
ENSCAFG00000040967,ENSCAFG00000040967,lncRNA
ENSCAFG00000043781,ENSCAFG00000043781,lncRNA
ENSCAFG00000041713,CD4,protein_coding
ENSCAFG00000043120,U2,snRNA
ENSCAFG00000043194,ENSCAFG00000043194,protein_coding
ENSCAFG00000015184,LTBR,protein_coding
ENSCAFG00000028023,U6,snRNA
ENSCAFG00000014675,LAG3,protein_coding
ENSCAFG00000041770,ENSCAFG00000041770,lncRNA
ENSCAFG00000012610,LMO3,protein_coding
ENSCAFG00000009069,TMEM106C,protein_coding
ENSCAFG00000044070,ENSCAFG00000044070,lncRNA
ENSCAFG00000014690,MLF2,protein_coding
ENSCAFG00000015196,SCNN1A,protein_coding
ENSCAFG00000020584,ENSCAFG00000020584,miRNA
ENSCAFG00000014705,COPS7A,protein_coding
ENSCAFG00000030927,NFE2,protein_coding
ENSCAFG00000009103,VDR,protein_coding
ENSCAFG00000006580,ENSCAFG00000006580,protein_coding
ENSCAFG00000009152,HDAC7,protein_coding
ENSCAFG00000015197,TNFRSF1A,protein_coding
ENSCAFG00000014717,PIANP,protein_coding
ENSCAFG00000014740,ZNF384,protein_coding
ENSCAFG00000006593,CBX5,protein_coding
ENSCAFG00000014771,ING4,protein_coding
ENSCAFG00000047723,ENSCAFG00000047723,lncRNA
ENSCAFG00000015203,PLEKHG6,protein_coding
ENSCAFG00000006603,SMUG1,protein_coding
ENSCAFG00000045987,ENSCAFG00000045987,lncRNA
ENSCAFG00000048408,ENSCAFG00000048408,lncRNA
ENSCAFG00000047696,ENSCAFG00000047696,protein_coding
ENSCAFG00000009167,SLC48A1,protein_coding
ENSCAFG00000006611,HOXC4,protein_coding
ENSCAFG00000014778,ACRBP,protein_coding
ENSCAFG00000041281,ENSCAFG00000041281,lncRNA
ENSCAFG00000009181,RAPGEF3,protein_coding
ENSCAFG00000028496,ENSCAFG00000028496,protein_coding
ENSCAFG00000028294,ENSCAFG00000028294,miRNA
ENSCAFG00000048634,ENSCAFG00000048634,lncRNA
ENSCAFG00000006622,HOXC6,protein_coding
ENSCAFG00000032625,ENSCAFG00000032625,protein_coding
ENSCAFG00000042637,ENSCAFG00000042637,lncRNA
ENSCAFG00000028801,ENSCAFG00000028801,lncRNA
ENSCAFG00000020562,ENSCAFG00000020562,miRNA
ENSCAFG00000009199,ENDOU,protein_coding
ENSCAFG00000009223,RPAP3,protein_coding
ENSCAFG00000006648,HOXC13,protein_coding
ENSCAFG00000012619,MGST1,protein_coding
ENSCAFG00000015172,CD9,protein_coding
ENSCAFG00000025599,HOXC11,protein_coding
ENSCAFG00000010406,CPNE8,protein_coding
ENSCAFG00000006645,HOXC12,protein_coding
ENSCAFG00000038918,ENSCAFG00000038918,lncRNA
ENSCAFG00000049669,ENSCAFG00000049669,lncRNA
ENSCAFG00000042524,ENSCAFG00000042524,lncRNA
ENSCAFG00000048520,ENSCAFG00000048520,lncRNA
ENSCAFG00000047757,ENSCAFG00000047757,lncRNA
ENSCAFG00000012622,SLC15A5,protein_coding
ENSCAFG00000006699,CALCOCO1,protein_coding
ENSCAFG00000038850,ENSCAFG00000038850,lncRNA
ENSCAFG00000012679,STRAP,protein_coding
ENSCAFG00000030359,ENSCAFG00000030359,protein_coding
ENSCAFG00000015228,VWF,protein_coding
ENSCAFG00000006726,ENSCAFG00000006726,protein_coding
ENSCAFG00000012724,EPS8,protein_coding
ENSCAFG00000041156,ENSCAFG00000041156,lncRNA
ENSCAFG00000006874,TARBP2,protein_coding
ENSCAFG00000006918,MAP3K12,protein_coding
ENSCAFG00000006821,ENSCAFG00000006821,protein_coding
ENSCAFG00000010463,ENSCAFG00000010463,pseudogene
ENSCAFG00000027723,ENSCAFG00000027723,snRNA
ENSCAFG00000041574,ENSCAFG00000041574,protein_coding
ENSCAFG00000006927,ENSCAFG00000006927,protein_coding
ENSCAFG00000006934,AMHR2,protein_coding
ENSCAFG00000012789,PTPRO,protein_coding
ENSCAFG00000042859,ENSCAFG00000042859,lncRNA
ENSCAFG00000012854,RERG,protein_coding
ENSCAFG00000041403,ENSCAFG00000041403,lncRNA
ENSCAFG00000012874,PDE6H,protein_coding
ENSCAFG00000012883,ARHGDIB,protein_coding
ENSCAFG00000012892,ERP27,protein_coding
ENSCAFG00000006950,SP1,protein_coding
ENSCAFG00000012963,MGP,protein_coding
ENSCAFG00000010466,ENSCAFG00000010466,protein_coding
ENSCAFG00000012972,ART4,protein_coding
ENSCAFG00000025559,SP7,protein_coding
ENSCAFG00000012974,C27H12orf60,protein_coding
ENSCAFG00000012980,SMCO3,protein_coding
ENSCAFG00000006963,AAAS,protein_coding
ENSCAFG00000012926,WBP11,protein_coding
ENSCAFG00000012984,H2AJ,protein_coding
ENSCAFG00000012989,H4-16,protein_coding
ENSCAFG00000034158,ENSCAFG00000034158,lncRNA
ENSCAFG00000030681,ENSCAFG00000030681,protein_coding
ENSCAFG00000013037,GUCY2C,protein_coding
ENSCAFG00000010475,SYT10,protein_coding
ENSCAFG00000006981,MYG1,protein_coding
ENSCAFG00000026194,U6,snRNA
ENSCAFG00000042802,ENSCAFG00000042802,lncRNA
ENSCAFG00000010484,PKP2,protein_coding
ENSCAFG00000007016,PFDN5,protein_coding
ENSCAFG00000026129,U6,snRNA
ENSCAFG00000007030,ESPL1,protein_coding
ENSCAFG00000041508,ENSCAFG00000041508,protein_coding
ENSCAFG00000007035,MFSD5,protein_coding
ENSCAFG00000007050,RARG,protein_coding
ENSCAFG00000013089,PLBD1,protein_coding
ENSCAFG00000010496,YARS2,protein_coding
ENSCAFG00000007065,ITGB7,protein_coding
ENSCAFG00000010528,DNM1L,protein_coding
ENSCAFG00000013106,ATF7IP,protein_coding
ENSCAFG00000028636,IGFBP6,protein_coding
ENSCAFG00000042265,ENSCAFG00000042265,snoRNA
ENSCAFG00000044793,ENSCAFG00000044793,protein_coding
ENSCAFG00000007070,ZNF740,protein_coding
ENSCAFG00000007077,CSAD,protein_coding
ENSCAFG00000013148,GRIN2B,protein_coding
ENSCAFG00000031033,EMP1,protein_coding
ENSCAFG00000013215,GPRC5D,protein_coding
ENSCAFG00000007085,SOAT2,protein_coding
ENSCAFG00000010589,FGD4,protein_coding
ENSCAFG00000007101,SPRYD3,protein_coding
ENSCAFG00000007105,TNS2,protein_coding
ENSCAFG00000007117,EIF4B,protein_coding
ENSCAFG00000013198,FAM234B,protein_coding
ENSCAFG00000013217,GPRC5A,protein_coding
ENSCAFG00000042656,ENSCAFG00000042656,lncRNA
ENSCAFG00000007154,KRT18,protein_coding
ENSCAFG00000013224,DDX47,protein_coding
ENSCAFG00000013241,APOLD1,protein_coding
ENSCAFG00000042204,ENSCAFG00000042204,lncRNA
ENSCAFG00000013244,CDKN1B,protein_coding
ENSCAFG00000013245,GPR19,protein_coding
ENSCAFG00000007322,KRT3,protein_coding
ENSCAFG00000013248,CREBL2,protein_coding
ENSCAFG00000013274,DUSP16,protein_coding
ENSCAFG00000029772,BORCS5,protein_coding
ENSCAFG00000029854,ENSCAFG00000029854,protein_coding
ENSCAFG00000049583,ENSCAFG00000049583,protein_coding
ENSCAFG00000045432,ENSCAFG00000045432,lncRNA
ENSCAFG00000042673,ENSCAFG00000042673,lncRNA
ENSCAFG00000047441,ENSCAFG00000047441,lncRNA
ENSCAFG00000044846,ENSCAFG00000044846,lncRNA
ENSCAFG00000025322,KRT75,protein_coding
ENSCAFG00000049464,ENSCAFG00000049464,pseudogene
ENSCAFG00000007281,KRT82,protein_coding
ENSCAFG00000031211,MANSC1,protein_coding
ENSCAFG00000007284,KRT84,protein_coding
ENSCAFG00000007286,KRT85,protein_coding
ENSCAFG00000007293,ENSCAFG00000007293,protein_coding
ENSCAFG00000013324,LRP6,protein_coding
ENSCAFG00000007311,ENSCAFG00000007311,protein_coding
ENSCAFG00000007251,ENSCAFG00000007251,protein_coding
ENSCAFG00000007318,ENSCAFG00000007318,protein_coding
ENSCAFG00000007307,ENSCAFG00000007307,protein_coding
ENSCAFG00000049551,ENSCAFG00000049551,lncRNA
ENSCAFG00000048043,ENSCAFG00000048043,lncRNA
ENSCAFG00000007328,KRT80,protein_coding
ENSCAFG00000013352,BCL2L14,protein_coding
ENSCAFG00000007338,NR4A1,protein_coding
ENSCAFG00000033883,ENSCAFG00000033883,lncRNA
ENSCAFG00000045068,ENSCAFG00000045068,lncRNA
ENSCAFG00000046048,ENSCAFG00000046048,lncRNA
ENSCAFG00000013371,ETV6,protein_coding
ENSCAFG00000010619,BICD1,protein_coding
ENSCAFG00000028515,ENSCAFG00000028515,lncRNA
ENSCAFG00000025975,ENSCAFG00000025975,snoRNA
ENSCAFG00000013377,SMIM10L1,protein_coding
ENSCAFG00000042283,ENSCAFG00000042283,lncRNA
ENSCAFG00000015278,NTF3,protein_coding
ENSCAFG00000013378,CAFA-T2R43,protein_coding
ENSCAFG00000048463,ENSCAFG00000048463,protein_coding
ENSCAFG00000025058,ENSCAFG00000025058,protein_coding
ENSCAFG00000042315,ENSCAFG00000042315,lncRNA
ENSCAFG00000049627,ENSCAFG00000049627,lncRNA
ENSCAFG00000046905,ENSCAFG00000046905,lncRNA
ENSCAFG00000047885,ENSCAFG00000047885,lncRNA
ENSCAFG00000043238,ENSCAFG00000043238,lncRNA
ENSCAFG00000046305,ENSCAFG00000046305,lncRNA
ENSCAFG00000015281,KCNA5,protein_coding
ENSCAFG00000015289,KCNA1,protein_coding
ENSCAFG00000043924,U4,snRNA
ENSCAFG00000010639,RESF1,protein_coding
ENSCAFG00000044747,ENSCAFG00000044747,lncRNA
ENSCAFG00000048025,U4,snRNA
ENSCAFG00000033644,ENSCAFG00000033644,lncRNA
ENSCAFG00000030448,KCNA6,protein_coding
ENSCAFG00000024377,CAFA-T2R12,protein_coding
ENSCAFG00000027983,U6,snRNA
ENSCAFG00000013381,TAS2R10,protein_coding
ENSCAFG00000010680,DENND5B,protein_coding
ENSCAFG00000042236,ENSCAFG00000042236,pseudogene
ENSCAFG00000015310,ENSCAFG00000015310,protein_coding
ENSCAFG00000041706,ENSCAFG00000041706,pseudogene
ENSCAFG00000013384,TAS2R7,protein_coding
ENSCAFG00000015320,NDUFA9,protein_coding
ENSCAFG00000042824,ENSCAFG00000042824,lncRNA
ENSCAFG00000044072,ENSCAFG00000044072,lncRNA
ENSCAFG00000041317,ENSCAFG00000041317,lncRNA
ENSCAFG00000013401,YBX3,protein_coding
ENSCAFG00000015325,AKAP3,protein_coding
ENSCAFG00000013417,STYK1,protein_coding
ENSCAFG00000015331,DYRK4,protein_coding
